NACA 23012                                      
 Alfa =  19.00000 Re =  9000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.04703
   0.99387  0.00225 -0.04912
   0.98311  0.00398 -0.05279
   0.97047  0.00598 -0.05712
   0.95624  0.00821 -0.06204
   0.94091  0.01056 -0.06738
   0.92495  0.01298 -0.07299
   0.90866  0.01541 -0.07879
   0.89220  0.01782 -0.08468
   0.87565  0.02021 -0.09066
   0.85907  0.02257 -0.09666
   0.84246  0.02489 -0.10267
   0.82583  0.02717 -0.10861
   0.80919  0.02942 -0.11440
   0.79255  0.03163 -0.11980
   0.77590  0.03381 -0.12437
   0.75924  0.03595 -0.12694
   0.74258  0.03806 -0.12468
   0.72592  0.04012 -0.12928
   0.70926  0.04215 -0.14507
   0.69260  0.04414 -0.16584
   0.67595  0.04609 -0.19118
   0.65930  0.04801 -0.22075
   0.64265  0.04987 -0.25417
   0.62600  0.05170 -0.29073
   0.60937  0.05348 -0.33012
   0.59274  0.05522 -0.37208
   0.57613  0.05691 -0.41570
   0.55952  0.05855 -0.46130
   0.54293  0.06013 -0.50833
   0.52635  0.06166 -0.55682
   0.50979  0.06314 -0.60666
   0.49325  0.06455 -0.65796
   0.47673  0.06590 -0.71069
   0.46023  0.06719 -0.76538
   0.44375  0.06841 -0.82179
   0.42730  0.06955 -0.88035
   0.41088  0.07062 -0.94107
   0.39449  0.07160 -1.00471
   0.37814  0.07250 -1.07115
   0.36183  0.07331 -1.14123
   0.34556  0.07403 -1.21517
   0.32933  0.07464 -1.29355
   0.31316  0.07515 -1.37697
   0.29705  0.07554 -1.46626
   0.28101  0.07581 -1.56267
   0.26505  0.07596 -1.66681
   0.24918  0.07597 -1.78119
   0.23343  0.07584 -1.90679
   0.21784  0.07556 -2.04762
   0.20249  0.07513 -2.20811
   0.18749  0.07453 -2.39729
   0.17294  0.07372 -2.60882
   0.15887  0.07267 -2.83739
   0.14529  0.07134 -3.07990
   0.13221  0.06971 -3.33346
   0.11963  0.06776 -3.59641
   0.10758  0.06549 -3.86556
   0.09608  0.06291 -4.14017
   0.08518  0.06003 -4.41784
   0.07493  0.05689 -4.69932
   0.06541  0.05355 -4.98304
   0.05667  0.05006 -5.27145
   0.04877  0.04651 -5.56318
   0.04171  0.04298 -5.86414
   0.03548  0.03952 -6.17226
   0.03003  0.03619 -6.49318
   0.02528  0.03300 -6.83388
   0.02116  0.02998 -7.18445
   0.01758  0.02710 -7.55994
   0.01447  0.02437 -7.95424
   0.01177  0.02178 -8.36521
   0.00943  0.01930 -8.79466
   0.00740  0.01692 -9.24117
   0.00566  0.01464 -9.85328
   0.00417  0.01243-10.68652
   0.00292  0.01029-11.06112
   0.00191  0.00821-11.51426
   0.00111  0.00618-11.96076
   0.00053  0.00421-12.31491
   0.00016  0.00229-12.47182
   0.00001  0.00043-12.40221
   0.00006 -0.00138-12.07530
   0.00036 -0.00322-11.38250
   0.00092 -0.00507-10.17247
   0.00179 -0.00687 -8.55175
   0.00297 -0.00859 -6.74194
   0.00444 -0.01021 -5.01867
   0.00620 -0.01172 -3.54456
   0.00824 -0.01313 -2.36860
   0.01056 -0.01444 -1.46409
   0.01318 -0.01567 -0.78621
   0.01612 -0.01683 -0.27609
   0.01943 -0.01795  0.09930
   0.02320 -0.01903  0.38166
   0.02750 -0.02008  0.58704
   0.03246 -0.02113  0.73901
   0.03827 -0.02220  0.84744
   0.04514 -0.02330  0.92170
   0.05335 -0.02446  0.96856
   0.06318 -0.02570  0.99328
   0.07482 -0.02706  0.99997
   0.08822 -0.02855  0.99280
   0.10305 -0.03014  0.97587
   0.11880 -0.03181  0.95257
   0.13500 -0.03352  0.92556
   0.15130 -0.03520  0.89646
   0.16752 -0.03681  0.86611
   0.18357 -0.03831  0.83540
   0.19944 -0.03966  0.80477
   0.21521 -0.04084  0.77587
   0.23098 -0.04184  0.74809
   0.24681 -0.04270  0.72179
   0.26270 -0.04341  0.69646
   0.27867 -0.04398  0.67227
   0.29471 -0.04444  0.64926
   0.31082 -0.04477  0.62716
   0.32699 -0.04499  0.60593
   0.34322 -0.04511  0.58560
   0.35949 -0.04513  0.56658
   0.37582 -0.04505  0.54773
   0.39219 -0.04489  0.52999
   0.40859 -0.04464  0.51300
   0.42504 -0.04431  0.49638
   0.44151 -0.04390  0.48075
   0.45802 -0.04342  0.46544
   0.47455 -0.04287  0.45059
   0.49111 -0.04225  0.43659
   0.50769 -0.04158  0.42257
   0.52430 -0.04084  0.40927
   0.54092 -0.04004  0.39601
   0.55756 -0.03919  0.38349
   0.57421 -0.03829  0.37094
   0.59088 -0.03734  0.35873
   0.60756 -0.03634  0.34654
   0.62426 -0.03529  0.33500
   0.64096 -0.03420  0.32317
   0.65767 -0.03307  0.31235
   0.67438 -0.03189  0.30052
   0.69111 -0.03068  0.28913
   0.70783 -0.02942  0.27798
   0.72456 -0.02813  0.26716
   0.74129 -0.02679  0.25534
   0.75802 -0.02542  0.24438
   0.77475 -0.02401  0.23311
   0.79147 -0.02257  0.22166
   0.80820 -0.02108  0.20992
   0.82491 -0.01956  0.19770
   0.84162 -0.01801  0.18627
   0.85831 -0.01642  0.17363
   0.87498 -0.01479  0.16077
   0.89161 -0.01312  0.14719
   0.90815 -0.01143  0.13332
   0.92453 -0.00971  0.11746
   0.94058 -0.00799  0.10196
   0.95598 -0.00630  0.08338
   0.97030 -0.00470  0.06481
   0.98301 -0.00324  0.04256
   0.99383 -0.00199  0.02665
   1.00000 -0.00126 -0.04703
