NACA 23012                                      
 Alfa =   4.00000 Re =  9000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.21980
   0.99387  0.00225  0.20220
   0.98311  0.00398  0.16812
   0.97047  0.00598  0.13354
   0.95624  0.00821  0.09985
   0.94091  0.01056  0.06850
   0.92495  0.01298  0.03968
   0.90866  0.01541  0.01359
   0.89220  0.01782 -0.01054
   0.87565  0.02021 -0.03270
   0.85907  0.02257 -0.05339
   0.84246  0.02489 -0.07312
   0.82583  0.02717 -0.09185
   0.80919  0.02942 -0.10975
   0.79255  0.03163 -0.12735
   0.77590  0.03381 -0.14418
   0.75924  0.03595 -0.16089
   0.74258  0.03806 -0.17721
   0.72592  0.04012 -0.19345
   0.70926  0.04215 -0.20953
   0.69260  0.04414 -0.22575
   0.67595  0.04609 -0.24168
   0.65930  0.04801 -0.25767
   0.64265  0.04987 -0.27423
   0.62600  0.05170 -0.29042
   0.60937  0.05348 -0.30688
   0.59274  0.05522 -0.32406
   0.57613  0.05691 -0.34084
   0.55952  0.05855 -0.35828
   0.54293  0.06013 -0.37600
   0.52635  0.06166 -0.39409
   0.50979  0.06314 -0.41258
   0.49325  0.06455 -0.43157
   0.47673  0.06590 -0.45100
   0.46023  0.06719 -0.47089
   0.44375  0.06841 -0.49146
   0.42730  0.06955 -0.51273
   0.41088  0.07062 -0.53433
   0.39449  0.07160 -0.55700
   0.37814  0.07250 -0.58059
   0.36183  0.07331 -0.60475
   0.34556  0.07403 -0.63013
   0.32933  0.07464 -0.65678
   0.31316  0.07515 -0.68401
   0.29705  0.07554 -0.71343
   0.28101  0.07581 -0.74431
   0.26505  0.07596 -0.77678
   0.24918  0.07597 -0.81209
   0.23343  0.07584 -0.84956
   0.21784  0.07556 -0.89079
   0.20249  0.07513 -0.93633
   0.18749  0.07453 -0.99395
   0.17294  0.07372 -1.07151
   0.15887  0.07267 -1.16906
   0.14529  0.07134 -1.22072
   0.13221  0.06971 -1.27554
   0.11963  0.06776 -1.32459
   0.10758  0.06549 -1.36547
   0.09608  0.06291 -1.39485
   0.08518  0.06003 -1.41044
   0.07493  0.05689 -1.41157
   0.06541  0.05355 -1.39944
   0.05667  0.05006 -1.37504
   0.04877  0.04651 -1.33874
   0.04171  0.04298 -1.29288
   0.03548  0.03952 -1.23996
   0.03003  0.03619 -1.18126
   0.02528  0.03300 -1.11934
   0.02116  0.02998 -1.05173
   0.01758  0.02710 -0.98237
   0.01447  0.02437 -0.90658
   0.01177  0.02178 -0.82909
   0.00943  0.01930 -0.74255
   0.00740  0.01692 -0.65201
   0.00566  0.01464 -0.54716
   0.00417  0.01243 -0.43219
   0.00292  0.01029 -0.30737
   0.00191  0.00821 -0.16508
   0.00111  0.00618 -0.00452
   0.00053  0.00421  0.16932
   0.00016  0.00229  0.35244
   0.00001  0.00043  0.53634
   0.00006 -0.00138  0.70155
   0.00036 -0.00322  0.84971
   0.00092 -0.00507  0.95531
   0.00179 -0.00687  0.99894
   0.00297 -0.00859  0.98111
   0.00444 -0.01021  0.92125
   0.00620 -0.01172  0.83871
   0.00824 -0.01313  0.75430
   0.01056 -0.01444  0.67585
   0.01318 -0.01567  0.60676
   0.01612 -0.01683  0.54771
   0.01943 -0.01795  0.49961
   0.02320 -0.01903  0.45847
   0.02750 -0.02008  0.42462
   0.03246 -0.02113  0.39618
   0.03827 -0.02220  0.37185
   0.04514 -0.02330  0.35121
   0.05335 -0.02446  0.33225
   0.06318 -0.02570  0.31396
   0.07482 -0.02706  0.29542
   0.08822 -0.02855  0.27486
   0.10305 -0.03014  0.25172
   0.11880 -0.03181  0.22562
   0.13500 -0.03352  0.19735
   0.15130 -0.03520  0.16712
   0.16752 -0.03681  0.13623
   0.18357 -0.03831  0.10638
   0.19944 -0.03966  0.07882
   0.21521 -0.04084  0.05785
   0.23098 -0.04184  0.04182
   0.24681 -0.04270  0.02917
   0.26270 -0.04341  0.01858
   0.27867 -0.04398  0.00984
   0.29471 -0.04444  0.00241
   0.31082 -0.04477 -0.00352
   0.32699 -0.04499 -0.00820
   0.34322 -0.04511 -0.01233
   0.35949 -0.04513 -0.01526
   0.37582 -0.04505 -0.01780
   0.39219 -0.04489 -0.01945
   0.40859 -0.04464 -0.02046
   0.42504 -0.04431 -0.02135
   0.44151 -0.04390 -0.02153
   0.45802 -0.04342 -0.02135
   0.47455 -0.04287 -0.02067
   0.49111 -0.04225 -0.01991
   0.50769 -0.04158 -0.01898
   0.52430 -0.04084 -0.01736
   0.54092 -0.04004 -0.01601
   0.55756 -0.03919 -0.01402
   0.57421 -0.03829 -0.01216
   0.59088 -0.03734 -0.00991
   0.60756 -0.03634 -0.00766
   0.62426 -0.03529 -0.00509
   0.64096 -0.03420 -0.00242
   0.65767 -0.03307  0.00060
   0.67438 -0.03189  0.00343
   0.69111 -0.03068  0.00660
   0.70783 -0.02942  0.00997
   0.72456 -0.02813  0.01355
   0.74129 -0.02679  0.01712
   0.75802 -0.02542  0.02087
   0.77475 -0.02401  0.02474
   0.79147 -0.02257  0.02825
   0.80820 -0.02108  0.03015
   0.82491 -0.01956  0.03920
   0.84162 -0.01801  0.05893
   0.85831 -0.01642  0.06499
   0.87498 -0.01479  0.07029
   0.89161 -0.01312  0.07734
   0.90815 -0.01143  0.08633
   0.92453 -0.00971  0.09733
   0.94058 -0.00799  0.11087
   0.95598 -0.00630  0.12714
   0.97030 -0.00470  0.14750
   0.98301 -0.00324  0.17223
   0.99383 -0.00199  0.20770
   1.00000 -0.00126  0.21980
