foil
    1.0000300     0.0319831     
    0.9980056     0.0321673     
    0.9959813     0.0323515     
    0.9939569     0.0325357     
    0.9919326     0.0327199     
    0.9899082     0.0329041     
    0.9878839     0.0330883     
    0.9858595     0.0332725     
    0.9838352     0.0334567     
    0.9818108     0.0336409     
    0.9797865     0.0338251     
    0.9777621     0.0340093     
    0.9757378     0.0341935     
    0.9737134     0.0343777     
    0.9716891     0.0345619     
    0.9696647     0.0347461     
    0.9676404     0.0349303     
    0.9656160     0.0351145     
    0.9635917     0.0352987     
    0.9615673     0.0354829     
    0.9595430     0.0356671     
    0.9575186     0.0358513     
    0.9554943     0.0360355     
    0.9534699     0.0362197     
    0.9514455     0.0364039     
    0.9494212     0.0365881     
    0.9473968     0.0367723     
    0.9453725     0.0369566     
    0.9433481     0.0371408     
    0.9413238     0.0373250     
    0.9392994     0.0375092     
    0.9372751     0.0376934     
    0.9352507     0.0378776     
    0.9332264     0.0380618     
    0.9312020     0.0382460     
    0.9291777     0.0384302     
    0.9271533     0.0386144     
    0.9251290     0.0387986     
    0.9231046     0.0389828     
    0.9210803     0.0391670     
    0.9190559     0.0393512     
    0.9170316     0.0395354     
    0.9150072     0.0397196     
    0.9129829     0.0399038     
    0.9109585     0.0400880     
    0.9089341     0.0402722     
    0.9069098     0.0404564     
    0.9048854     0.0406406     
    0.9028611     0.0408248     
    0.9008367     0.0410090     
    0.8988124     0.0411902     
    0.8967880     0.0413742     
    0.8947637     0.0415588     
    0.8927393     0.0417440     
    0.8907150     0.0419300     
    0.8886906     0.0421166     
    0.8866663     0.0423037     
    0.8846419     0.0424915     
    0.8826176     0.0426800     
    0.8805932     0.0428630     
    0.8785689     0.0430438     
    0.8765445     0.0432254     
    0.8745202     0.0434076     
    0.8724958     0.0435906     
    0.8704715     0.0437735     
    0.8684471     0.0439567     
    0.8664228     0.0441403     
    0.8643984     0.0443250     
    0.8623740     0.0445116     
    0.8603497     0.0446989     
    0.8583253     0.0448867     
    0.8563010     0.0450749     
    0.8542766     0.0452636     
    0.8522523     0.0454529     
    0.8502279     0.0456427     
    0.8482036     0.0458329     
    0.8461792     0.0460190     
    0.8441549     0.0462037     
    0.8421305     0.0463889     
    0.8401062     0.0465748     
    0.8380818     0.0467611     
    0.8360575     0.0469480     
    0.8340331     0.0471330     
    0.8320088     0.0473160     
    0.8299844     0.0475037     
    0.8279601     0.0477031     
    0.8259357     0.0479028     
    0.8239114     0.0481028     
    0.8218870     0.0483030     
    0.8198627     0.0485036     
    0.8178383     0.0487045     
    0.8158139     0.0489056     
    0.8137896     0.0491070     
    0.8117652     0.0492878     
    0.8097409     0.0494647     
    0.8077165     0.0496421     
    0.8056922     0.0498202     
    0.8036678     0.0499988     
    0.8016435     0.0501780     
    0.7996191     0.0503577     
    0.7975948     0.0505380     
    0.7955704     0.0507324     
    0.7935461     0.0509426     
    0.7915217     0.0511483     
    0.7894974     0.0513542     
    0.7874730     0.0515602     
    0.7854487     0.0517664     
    0.7834243     0.0519728     
    0.7814000     0.0521794     
    0.7793756     0.0523860     
    0.7773513     0.0525752     
    0.7753269     0.0527647     
    0.7733026     0.0529545     
    0.7712782     0.0531446     
    0.7692538     0.0533350     
    0.7672295     0.0535257     
    0.7652051     0.0537168     
    0.7631808     0.0539080     
    0.7611564     0.0540967     
    0.7591321     0.0542836     
    0.7571077     0.0544709     
    0.7550834     0.0546585     
    0.7530590     0.0548464     
    0.7510347     0.0550347     
    0.7490103     0.0552150     
    0.7469860     0.0553939     
    0.7449616     0.0555790     
    0.7429373     0.0557825     
    0.7409129     0.0559862     
    0.7388886     0.0561900     
    0.7368642     0.0563939     
    0.7348399     0.0565979     
    0.7328155     0.0568021     
    0.7307912     0.0570063     
    0.7287668     0.0572108     
    0.7267424     0.0573903     
    0.7247181     0.0575656     
    0.7226937     0.0577413     
    0.7206694     0.0579174     
    0.7186450     0.0580938     
    0.7166207     0.0582706     
    0.7145963     0.0584478     
    0.7125720     0.0586253     
    0.7105476     0.0588113     
    0.7085233     0.0590063     
    0.7064989     0.0592017     
    0.7044746     0.0593971     
    0.7024502     0.0595813     
    0.7004259     0.0597638     
    0.6984015     0.0599464     
    0.6963772     0.0601292     
    0.6943528     0.0603141     
    0.6923285     0.0605077     
    0.6903041     0.0607015     
    0.6882798     0.0608954     
    0.6862554     0.0610893     
    0.6842311     0.0612835     
    0.6822067     0.0614777     
    0.6801823     0.0616720     
    0.6781580     0.0618663     
    0.6761336     0.0620349     
    0.6741093     0.0621976     
    0.6720849     0.0623609     
    0.6700606     0.0625244     
    0.6680362     0.0626883     
    0.6660119     0.0628527     
    0.6639875     0.0630174     
    0.6619632     0.0631825     
    0.6599388     0.0633610     
    0.6579145     0.0635549     
    0.6558901     0.0637489     
    0.6538658     0.0639316     
    0.6518414     0.0641106     
    0.6498171     0.0642899     
    0.6477927     0.0644693     
    0.6457684     0.0646487     
    0.6437440     0.0648282     
    0.6417197     0.0650075     
    0.6396953     0.0651869     
    0.6376710     0.0653665     
    0.6356466     0.0655462     
    0.6336222     0.0657258     
    0.6315979     0.0659057     
    0.6295735     0.0660856     
    0.6275492     0.0662656     
    0.6255248     0.0664220     
    0.6235005     0.0665726     
    0.6214761     0.0667235     
    0.6194518     0.0668748     
    0.6174274     0.0670265     
    0.6154031     0.0671786     
    0.6133787     0.0673310     
    0.6113544     0.0674839     
    0.6093300     0.0676516     
    0.6073057     0.0678354     
    0.6052813     0.0680192     
    0.6032570     0.0681884     
    0.6012326     0.0683548     
    0.5992083     0.0685212     
