foil
     1.000030    0.031983
     0.992447    0.032673
     0.978621    0.033931
     0.962280    0.035418
     0.944439    0.037042
     0.925970    0.038722
     0.907405    0.040411
     0.889061    0.042082
     0.870792    0.043745
     0.852570    0.045423
     0.834730    0.047070
     0.817486    0.048739
     0.800622    0.050269
     0.783943    0.051920
     0.767028    0.053545
     0.749951    0.055132
     0.733247    0.056759
     0.716583    0.058274
     0.699806    0.059820
     0.682932    0.061408
     0.666145    0.062842
     0.649190    0.064345
     0.631972    0.065873
     0.615066    0.067204
     0.598229    0.068602
     0.581273    0.069997
     0.564755    0.071178
     0.548251    0.072414
     0.531620    0.073639
     0.515337    0.074695
     0.498912    0.075756
     0.482275    0.076801
     0.465583    0.077747
     0.449064    0.078619
     0.432858    0.079429
     0.416499    0.080185
     0.400352    0.080796
     0.385063    0.081335
     0.369888    0.081868
     0.354632    0.082211
     0.339993    0.082441
     0.325111    0.082787
     0.310098    0.082879
     0.295966    0.082789
     0.282204    0.082840
     0.268206    0.082668
     0.254259    0.082360
     0.240851    0.081965
     0.227199    0.081523
     0.213227    0.080852
     0.200096    0.080024
     0.187444    0.079271
     0.175187    0.078185
     0.163983    0.077089
     0.153196    0.075880
     0.142496    0.074536
     0.132568    0.073076
     0.123741    0.071511
     0.114555    0.069930
     0.105086    0.067959
     0.095860    0.065801
     0.087048    0.063410
     0.078085    0.060888
     0.069364    0.058086
     0.061385    0.055190
     0.053881    0.052136
     0.046751    0.049017
     0.040110    0.045754
     0.034072    0.042476
     0.028565    0.039122
     0.023533    0.035905
     0.019206    0.032779
     0.015563    0.029645
     0.012355    0.026677
     0.009519    0.023944
     0.007080    0.021364
     0.005208    0.018787
     0.003810    0.016179
     0.002507    0.013772
     0.001328    0.011407
     0.000358    0.009071
    -0.000334    0.006832
    -0.000710    0.004712
    -0.000734    0.002717
    -0.000350    0.000846
     0.000524   -0.000907
     0.001769   -0.002647
     0.003018   -0.004555
     0.004334   -0.006588
     0.006029   -0.008553
     0.008244   -0.010308
     0.010802   -0.012076
     0.013767   -0.013815
     0.017158   -0.015534
     0.020967   -0.017247
     0.025250   -0.018835
     0.030006   -0.020268
     0.035284   -0.021934
     0.041378   -0.023494
     0.048642   -0.025026
     0.057194   -0.026906
     0.067352   -0.028684
     0.079303   -0.030702
     0.093339   -0.032808
     0.108621   -0.034959
     0.124619   -0.037028
     0.140720   -0.038996
     0.157179   -0.040870
     0.173024   -0.042516
     0.188237   -0.044066
     0.202549   -0.045242
     0.216895   -0.046508
     0.232155   -0.047647
     0.247425   -0.048543
     0.262402   -0.049488
     0.277412   -0.050248
     0.292079   -0.050809
     0.306210   -0.051339
     0.321295   -0.051862
     0.337013   -0.052163
     0.352754   -0.052451
     0.368151   -0.052734
     0.383179   -0.052786
     0.397274   -0.052801
     0.411929   -0.052865
     0.427390   -0.052781
     0.443214   -0.052545
     0.459568   -0.052384
     0.476487   -0.052115
     0.493246   -0.051684
     0.510093   -0.051283
     0.527305   -0.050847
     0.544411   -0.050249
     0.561422   -0.049651
     0.578668   -0.049061
     0.595966   -0.048319
     0.613002   -0.047569
     0.630134   -0.046853
     0.647295   -0.045985
     0.664244   -0.045127
     0.681348   -0.044293
     0.698465   -0.043333
     0.715603   -0.042385
     0.732709   -0.041431
     0.749563   -0.040401
     0.766810   -0.039407
     0.784097   -0.038355
     0.800998   -0.037280
     0.817869   -0.036278
     0.834692   -0.035184
     0.852160   -0.034140
     0.870301   -0.033033
     0.888688   -0.031921
     0.907179   -0.030801
     0.925824   -0.029674
     0.944340   -0.028555
     0.962214   -0.027474
     0.978580   -0.026485
     0.992431   -0.025647
     1.000030   -0.025188
