foil                                            
 Alfa =   0.00000 Re =        0.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00003  0.06475  0.07691
   0.99227  0.06540  0.04686
   0.97690  0.06669  0.02378
   0.96122  0.06800  0.00301
   0.94553  0.06932 -0.01419
   0.92983  0.07063 -0.02536
   0.91415  0.07195 -0.04097
   0.89870  0.07327 -0.06745
   0.88402  0.07438 -0.17376
   0.86959  0.07428  0.02315
   0.85682  0.07423  0.49454
   0.84692  0.07743 -0.65507
   0.83976  0.07723  0.01197
   0.83134  0.07679  0.50834
   0.82514  0.07804 -0.39062
   0.81807  0.07454  0.92504
   0.81132  0.07337  0.98778
   0.80730  0.07985  0.84246
   0.80438  0.08741 -0.08966
   0.80128  0.09277 -0.85780
   0.80026  0.09562 -3.60771
   0.79964  0.09665-90.18203
   0.79914  0.09629-17.17815
   0.79861  0.09455 -2.32047
   0.79768  0.08990  0.31869
   0.79344  0.08026  0.89125
   0.78531  0.07604  0.92029
   0.77453  0.07878  0.39396
   0.76214  0.08120  0.34471
   0.75509  0.08363 -1.78629
   0.74811  0.08093  0.53442
   0.73764  0.08072  0.21084
   0.72445  0.08225 -0.11353
   0.70943  0.08317  0.04300
   0.69587  0.08469 -0.60246
   0.68663  0.08318  0.24485
   0.67681  0.08310  0.67927
   0.66928  0.08722 -1.35840
   0.65840  0.08691 -0.06734
   0.64554  0.08681 -0.44128
   0.63490  0.08488  0.65824
   0.62493  0.08830 -0.77516
   0.61289  0.08854 -0.12203
   0.59961  0.08892 -0.35957
   0.58621  0.08819  0.21029
   0.57299  0.09013 -0.41154
   0.55966  0.09064 -0.29684
   0.54590  0.09047 -0.04586
   0.53133  0.09141 -0.24318
   0.51626  0.09213 -0.30577
   0.50148  0.09229 -0.17311
   0.48657  0.09279 -0.21830
   0.47174  0.09344 -0.32991
   0.45631  0.09361 -0.22703
   0.44102  0.09389 -0.25705
   0.42586  0.09429 -0.29836
   0.41098  0.09451 -0.33909
   0.39575  0.09443 -0.24682
   0.38078  0.09474 -0.39353
   0.36581  0.09448 -0.27208
   0.35084  0.09451 -0.34111
   0.33625  0.09449 -0.38477
   0.32211  0.09412 -0.33661
   0.30747  0.09373 -0.38898
   0.29286  0.09328 -0.34447
   0.27877  0.09290 -0.47999
   0.26408  0.09206 -0.32676
   0.24900  0.09138 -0.47246
   0.23461  0.09035 -0.44076
   0.21967  0.08921 -0.39326
   0.20463  0.08811 -0.56612
   0.19003  0.08633 -0.34691
   0.17524  0.08485 -0.60245
   0.16082  0.08276 -0.45334
   0.14623  0.08055 -0.48250
   0.13162  0.07802 -0.53056
   0.11841  0.07516 -0.48304
   0.10397  0.07185 -0.50340
   0.09041  0.06805 -0.47312
   0.07658  0.06367 -0.45050
   0.06284  0.05856 -0.36190
   0.04966  0.05276 -0.31337
   0.03695  0.04610 -0.13631
   0.02498  0.03838 -0.00553
   0.01387  0.02919  0.29620
   0.00494  0.01850  0.64662
  -0.00036  0.00655  0.99999
   0.00125 -0.00192  0.64859
   0.00804 -0.01087 -0.03631
   0.01968 -0.01842 -0.21207
   0.03186 -0.02362 -0.21865
   0.04471 -0.02772 -0.21986
   0.05907 -0.03159 -0.25748
   0.07372 -0.03479 -0.21928
   0.08872 -0.03776 -0.22783
   0.10374 -0.04047 -0.20635
   0.11898 -0.04291 -0.20320
   0.13422 -0.04516 -0.19805
   0.14962 -0.04734 -0.22000
   0.16491 -0.04927 -0.20421
   0.17999 -0.05108 -0.25142
   0.19486 -0.05277 -0.19631
   0.21009 -0.05430 -0.24738
   0.22526 -0.05565 -0.19102
   0.24007 -0.05714 -0.27778
   0.25476 -0.05815 -0.21134
   0.26990 -0.05933 -0.21133
   0.28525 -0.06035 -0.23757
   0.30017 -0.06116 -0.19218
   0.31534 -0.06210 -0.25797
   0.33036 -0.06281 -0.21731
   0.34565 -0.06340 -0.21633
   0.36082 -0.06393 -0.17005
   0.37593 -0.06456 -0.27196
   0.39097 -0.06482 -0.16544
   0.40581 -0.06530 -0.21424
   0.42068 -0.06552 -0.19146
   0.43590 -0.06569 -0.17953
   0.45091 -0.06598 -0.20510
   0.46580 -0.06608 -0.18508
   0.48092 -0.06601 -0.13179
   0.49631 -0.06620 -0.18277
   0.51122 -0.06625 -0.21390
   0.52650 -0.06589 -0.10237
   0.54178 -0.06591 -0.14615
   0.55687 -0.06595 -0.20295
   0.57207 -0.06560 -0.11926
   0.58722 -0.06536 -0.12222
   0.60223 -0.06520 -0.11774
   0.61679 -0.06507 -0.18906
   0.63195 -0.06446 -0.07788
   0.64632 -0.06413 -0.01946
   0.66028 -0.06450 -0.26035
   0.67456 -0.06374 -0.17509
   0.68807 -0.06243  0.27894
   0.70091 -0.06390 -0.47004
   0.71480 -0.06295 -0.09676
   0.72941 -0.06166  0.02186
   0.74054 -0.06126  0.51442
   0.74836 -0.06393 -1.54439
   0.75571 -0.06235  0.04087
   0.76872 -0.06069  0.02592
   0.78247 -0.05980  0.33733
   0.79412 -0.06195 -0.37422
   0.80323 -0.06232 -1.25337
   0.81041 -0.05877  0.64660
   0.81939 -0.05881  0.16494
   0.82983 -0.05972 -0.24809
   0.84342 -0.05916 -0.02003
   0.85597 -0.05880 -0.14478
   0.86933 -0.05779  0.16249
   0.88353 -0.05840 -0.25856
   0.89838 -0.05755 -0.05521
   0.91398 -0.05664 -0.04543
   0.92970 -0.05574 -0.02447
   0.94542 -0.05484 -0.00675
   0.96114 -0.05394  0.00997
   0.97686 -0.05304  0.02624
   0.99226 -0.05216  0.05131
   1.00003 -0.05171  0.07691
